
Currently Loaded Modules:
  1) autotools      4) rocm/6.0.2     7) openmpi4/4.1.5
  2) cmake/3.25.2   5) gnu12/12.2.0   8) hpcfund
  3) prun/2.3       6) ucx/1.14.0     9) rocshmem/1.6.3

 

1, 256, 1
Rank 0, ROC_SHMEM 
Rank 7, ROC_SHMEM 
Rank 5, ROC_SHMEM 
Rank 2, ROC_SHMEM 
Rank 6, ROC_SHMEM 
Rank 1, ROC_SHMEM 
Rank 3, ROC_SHMEM 
Rank 4, ROC_SHMEM 
IN USE - mpi 0/8, roc_shmem 0/8 , ndevices=8,cur=0, GPU_ID=N/A,node=t007-009.hpcfund
max_blocks=1, max_threads=256, iter=1
IN USE - mpi 1/8, roc_shmem 1/8 , ndevices=8,cur=1, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 2/8, roc_shmem 2/8 , ndevices=8,cur=2, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 3/8, roc_shmem 3/8 , ndevices=8,cur=3, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 4/8, roc_shmem 4/8 , ndevices=8,cur=4, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 5/8, roc_shmem 5/8 , ndevices=8,cur=5, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 6/8, roc_shmem 6/8 , ndevices=8,cur=6, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 7/8, roc_shmem 7/8 , ndevices=8,cur=7, GPU_ID=N/A,node=t007-009.hpcfund
peer,1,size,32, iter, 1, time, 0.052318, bw, 0.000570
IN USE - mpi 2/8, roc_shmem 2/8 , ndevices=8,cur=2, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 3/8, roc_shmem 3/8 , ndevices=8,cur=3, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 4/8, roc_shmem 4/8 , ndevices=8,cur=4, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 5/8, roc_shmem 5/8 , ndevices=8,cur=5, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 6/8, roc_shmem 6/8 , ndevices=8,cur=6, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 7/8, roc_shmem 7/8 , ndevices=8,cur=7, GPU_ID=N/A,node=t007-009.hpcfund
peer,1,size,32, iter, 4, time, 0.087998, bw, 0.001355
peer,1,size,64, iter, 4, time, 0.089760, bw, 0.002656
peer,1,size,128, iter, 4, time, 0.088160, bw, 0.005409
peer,1,size,256, iter, 4, time, 0.087360, bw, 0.010917
peer,1,size,512, iter, 4, time, 0.084480, bw, 0.022578
peer,1,size,1024, iter, 4, time, 0.082400, bw, 0.046295
peer,1,size,2048, iter, 4, time, 0.085920, bw, 0.088797
peer,1,size,4096, iter, 4, time, 0.084480, bw, 0.180620
peer,1,size,8192, iter, 4, time, 0.086400, bw, 0.353213
peer,1,size,16384, iter, 4, time, 0.097120, bw, 0.628452
peer,1,size,32768, iter, 4, time, 0.101920, bw, 1.197709
peer,1,size,65536, iter, 4, time, 0.121919, bw, 2.002486
peer,1,size,131072, iter, 4, time, 0.162560, bw, 3.003704
peer,1,size,262144, iter, 4, time, 0.238240, bw, 4.099077
peer,1,size,524288, iter, 4, time, 0.387360, bw, 5.042153
peer,1,size,1048576, iter, 4, time, 0.695360, bw, 5.617603
peer,1,size,2097152, iter, 4, time, 1.305119, bw, 5.986054
peer,1,size,4194304, iter, 4, time, 2.523998, bw, 6.190586
peer,1,size,8388608, iter, 4, time, 5.148318, bw, 6.069954
peer,1,size,16777216, iter, 4, time, 10.957916, bw, 5.703649
peer,1,size,33554432, iter, 4, time, 21.546385, bw, 5.801447
peer,2,size,32, iter, 4, time, 0.084319, bw, 0.001414
peer,2,size,64, iter, 4, time, 0.087840, bw, 0.002714
peer,2,size,128, iter, 4, time, 0.084320, bw, 0.005655
peer,2,size,256, iter, 4, time, 0.083680, bw, 0.011397
peer,2,size,512, iter, 4, time, 0.089119, bw, 0.021402
peer,2,size,1024, iter, 4, time, 0.084320, bw, 0.045241
peer,2,size,2048, iter, 4, time, 0.084960, bw, 0.089800
peer,2,size,4096, iter, 4, time, 0.085120, bw, 0.179262
peer,2,size,8192, iter, 4, time, 0.090079, bw, 0.338787
peer,2,size,16384, iter, 4, time, 0.093280, bw, 0.654323
peer,2,size,32768, iter, 4, time, 0.104160, bw, 1.171952
peer,2,size,65536, iter, 4, time, 0.123360, bw, 1.979094
peer,2,size,131072, iter, 4, time, 0.158240, bw, 3.085706
peer,2,size,262144, iter, 4, time, 0.245120, bw, 3.984025
peer,2,size,524288, iter, 4, time, 0.393920, bw, 4.958185
peer,2,size,1048576, iter, 4, time, 0.698559, bw, 5.591878
peer,2,size,2097152, iter, 4, time, 1.346559, bw, 5.801835
peer,2,size,4194304, iter, 4, time, 2.546398, bw, 6.136129
peer,2,size,8388608, iter, 4, time, 5.283356, bw, 5.914811
peer,2,size,16777216, iter, 4, time, 10.973755, bw, 5.695416
peer,2,size,33554432, iter, 4, time, 21.640150, bw, 5.776310
peer,3,size,32, iter, 4, time, 0.080639, bw, 0.001478
peer,3,size,64, iter, 4, time, 0.081440, bw, 0.002928
peer,3,size,128, iter, 4, time, 0.081440, bw, 0.005855
peer,3,size,256, iter, 4, time, 0.082240, bw, 0.011596
peer,3,size,512, iter, 4, time, 0.080480, bw, 0.023700
peer,3,size,1024, iter, 4, time, 0.082560, bw, 0.046205
peer,3,size,2048, iter, 4, time, 0.082240, bw, 0.092770
peer,3,size,4096, iter, 4, time, 0.084320, bw, 0.180963
peer,3,size,8192, iter, 4, time, 0.087200, bw, 0.349973
peer,3,size,16384, iter, 4, time, 0.093280, bw, 0.654323
peer,3,size,32768, iter, 4, time, 0.102240, bw, 1.193960
peer,3,size,65536, iter, 4, time, 0.122880, bw, 1.986825
peer,3,size,131072, iter, 4, time, 0.161600, bw, 3.021548
peer,3,size,262144, iter, 4, time, 0.241760, bw, 4.039395
peer,3,size,524288, iter, 4, time, 0.396960, bw, 4.920215
peer,3,size,1048576, iter, 4, time, 0.717600, bw, 5.443501
peer,3,size,2097152, iter, 4, time, 1.514559, bw, 5.158276
peer,3,size,4194304, iter, 4, time, 2.574239, bw, 6.069765
peer,3,size,8388608, iter, 4, time, 5.308478, bw, 5.886820
peer,3,size,16777216, iter, 4, time, 10.961114, bw, 5.701985
peer,3,size,33554432, iter, 4, time, 21.528151, bw, 5.806361
peer,4,size,32, iter, 4, time, 0.089120, bw, 0.001338
peer,4,size,64, iter, 4, time, 0.082720, bw, 0.002882
peer,4,size,128, iter, 4, time, 0.084160, bw, 0.005666
peer,4,size,256, iter, 4, time, 0.083200, bw, 0.011462
peer,4,size,512, iter, 4, time, 0.084320, bw, 0.022620
peer,4,size,1024, iter, 4, time, 0.087680, bw, 0.043507
peer,4,size,2048, iter, 4, time, 0.090720, bw, 0.084098
peer,4,size,4096, iter, 4, time, 0.083680, bw, 0.182347
peer,4,size,8192, iter, 4, time, 0.090400, bw, 0.337584
peer,4,size,16384, iter, 4, time, 0.097120, bw, 0.628452
peer,4,size,32768, iter, 4, time, 0.104960, bw, 1.163019
peer,4,size,65536, iter, 4, time, 0.122880, bw, 1.986825
peer,4,size,131072, iter, 4, time, 0.171200, bw, 2.852115
peer,4,size,262144, iter, 4, time, 0.244160, bw, 3.999690
peer,4,size,524288, iter, 4, time, 0.410879, bw, 4.753537
peer,4,size,1048576, iter, 4, time, 0.731360, bw, 5.341086
peer,4,size,2097152, iter, 4, time, 1.389760, bw, 5.621484
peer,4,size,4194304, iter, 4, time, 2.651199, bw, 5.893569
peer,4,size,8388608, iter, 4, time, 5.344956, bw, 5.846644
peer,4,size,16777216, iter, 4, time, 11.151837, bw, 5.604467
peer,4,size,33554432, iter, 4, time, 21.721592, bw, 5.754653
peer,5,size,32, iter, 4, time, 0.089280, bw, 0.001335
peer,5,size,64, iter, 4, time, 0.084000, bw, 0.002838
peer,5,size,128, iter, 4, time, 0.084960, bw, 0.005613
peer,5,size,256, iter, 4, time, 0.081920, bw, 0.011642
peer,5,size,512, iter, 4, time, 0.085440, bw, 0.022324
peer,5,size,1024, iter, 4, time, 0.083040, bw, 0.045938
peer,5,size,2048, iter, 4, time, 0.083680, bw, 0.091174
peer,5,size,4096, iter, 4, time, 0.083520, bw, 0.182697
peer,5,size,8192, iter, 4, time, 0.085760, bw, 0.355849
peer,5,size,16384, iter, 4, time, 0.093120, bw, 0.655447
peer,5,size,32768, iter, 4, time, 0.100320, bw, 1.216811
peer,5,size,65536, iter, 4, time, 0.122720, bw, 1.989415
peer,5,size,131072, iter, 4, time, 0.160640, bw, 3.039605
peer,5,size,262144, iter, 4, time, 0.245120, bw, 3.984025
peer,5,size,524288, iter, 4, time, 0.399359, bw, 4.890658
peer,5,size,1048576, iter, 4, time, 0.723840, bw, 5.396575
peer,5,size,2097152, iter, 4, time, 1.356639, bw, 5.758727
peer,5,size,4194304, iter, 4, time, 2.642399, bw, 5.913197
peer,5,size,8388608, iter, 4, time, 5.292477, bw, 5.904617
peer,5,size,16777216, iter, 4, time, 11.135677, bw, 5.612600
peer,5,size,33554432, iter, 4, time, 21.783993, bw, 5.738168
peer,6,size,32, iter, 4, time, 0.083680, bw, 0.001425
peer,6,size,64, iter, 4, time, 0.082720, bw, 0.002882
peer,6,size,128, iter, 4, time, 0.084640, bw, 0.005634
peer,6,size,256, iter, 4, time, 0.081920, bw, 0.011642
peer,6,size,512, iter, 4, time, 0.084000, bw, 0.022707
peer,6,size,1024, iter, 4, time, 0.081760, bw, 0.046657
peer,6,size,2048, iter, 4, time, 0.084800, bw, 0.089969
peer,6,size,4096, iter, 4, time, 0.083040, bw, 0.183753
peer,6,size,8192, iter, 4, time, 0.086880, bw, 0.351262
peer,6,size,16384, iter, 4, time, 0.092160, bw, 0.662275
peer,6,size,32768, iter, 4, time, 0.101440, bw, 1.203377
peer,6,size,65536, iter, 4, time, 0.122560, bw, 1.992012
peer,6,size,131072, iter, 4, time, 0.160960, bw, 3.033562
peer,6,size,262144, iter, 4, time, 0.244000, bw, 4.002312
peer,6,size,524288, iter, 4, time, 0.399840, bw, 4.884775
peer,6,size,1048576, iter, 4, time, 0.732160, bw, 5.335250
peer,6,size,2097152, iter, 4, time, 1.353280, bw, 5.773021
peer,6,size,4194304, iter, 4, time, 2.603679, bw, 6.001134
peer,6,size,8388608, iter, 4, time, 5.284957, bw, 5.913020
peer,6,size,16777216, iter, 4, time, 11.100637, bw, 5.630317
peer,6,size,33554432, iter, 4, time, 21.774391, bw, 5.740699
peer,7,size,32, iter, 4, time, 0.081760, bw, 0.001458
peer,7,size,64, iter, 4, time, 0.082880, bw, 0.002877
peer,7,size,128, iter, 4, time, 0.082080, bw, 0.005809
peer,7,size,256, iter, 4, time, 0.082400, bw, 0.011574
peer,7,size,512, iter, 4, time, 0.081440, bw, 0.023420
peer,7,size,1024, iter, 4, time, 0.082560, bw, 0.046205
peer,7,size,2048, iter, 4, time, 0.081920, bw, 0.093132
peer,7,size,4096, iter, 4, time, 0.084000, bw, 0.181653
peer,7,size,8192, iter, 4, time, 0.087360, bw, 0.349332
peer,7,size,16384, iter, 4, time, 0.092640, bw, 0.658843
peer,7,size,32768, iter, 4, time, 0.101600, bw, 1.201481
peer,7,size,65536, iter, 4, time, 0.123520, bw, 1.976531
peer,7,size,131072, iter, 4, time, 0.162560, bw, 3.003704
peer,7,size,262144, iter, 4, time, 0.246240, bw, 3.965904
peer,7,size,524288, iter, 4, time, 0.403199, bw, 4.844080
peer,7,size,1048576, iter, 4, time, 0.737440, bw, 5.297050
peer,7,size,2097152, iter, 4, time, 1.361440, bw, 5.738420
peer,7,size,4194304, iter, 4, time, 2.611520, bw, 5.983116
peer,7,size,8388608, iter, 4, time, 5.353277, bw, 5.837555
peer,7,size,16777216, iter, 4, time, 11.929119, bw, 5.239289
peer,7,size,33554432, iter, 4, time, 21.896473, bw, 5.708692
1, 512, 8
Rank 0, ROC_SHMEM 
Rank 2, ROC_SHMEM 
Rank 7, ROC_SHMEM 
Rank 1, ROC_SHMEM 
Rank 5, ROC_SHMEM 
Rank 6, ROC_SHMEM 
Rank 4, ROC_SHMEM 
Rank 3, ROC_SHMEM 
IN USE - mpi 0/8, roc_shmem 0/8 , ndevices=8,cur=0, GPU_ID=N/A,node=t007-009.hpcfund
max_blocks=1, max_threads=512, iter=8
IN USE - mpi 2/8, roc_shmem 2/8 , ndevices=8,cur=2, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 3/8, roc_shmem 3/8 , ndevices=8,cur=3, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 4/8, roc_shmem 4/8 , ndevices=8,cur=4, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 5/8, roc_shmem 5/8 , ndevices=8,cur=5, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 6/8, roc_shmem 6/8 , ndevices=8,cur=6, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 7/8, roc_shmem 7/8 , ndevices=8,cur=7, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 1/8, roc_shmem 1/8 , ndevices=8,cur=1, GPU_ID=N/A,node=t007-009.hpcfund
peer,1,size,32, iter, 8, time, 0.136478, bw, 0.001747
peer,1,size,64, iter, 8, time, 0.135200, bw, 0.003527
peer,1,size,128, iter, 8, time, 0.131680, bw, 0.007242
peer,1,size,256, iter, 8, time, 0.136160, bw, 0.014008
peer,1,size,512, iter, 8, time, 0.137440, bw, 0.027756
peer,1,size,1024, iter, 8, time, 0.132000, bw, 0.057799
peer,1,size,2048, iter, 8, time, 0.132640, bw, 0.115040
peer,1,size,4096, iter, 8, time, 0.134239, bw, 0.227339
peer,1,size,8192, iter, 8, time, 0.144800, bw, 0.421516
peer,1,size,16384, iter, 8, time, 0.153920, bw, 0.793081
peer,1,size,32768, iter, 8, time, 0.169440, bw, 1.440876
peer,1,size,65536, iter, 8, time, 0.207039, bw, 2.358415
peer,1,size,131072, iter, 8, time, 0.279999, bw, 3.487755
peer,1,size,262144, iter, 8, time, 0.435840, bw, 4.481313
peer,1,size,524288, iter, 8, time, 0.719040, bw, 5.432620
peer,1,size,1048576, iter, 8, time, 1.348958, bw, 5.791539
peer,1,size,2097152, iter, 8, time, 2.489598, bw, 6.276148
peer,1,size,4194304, iter, 8, time, 4.987035, bw, 6.266283
peer,1,size,8388608, iter, 8, time, 10.158400, bw, 6.152577
peer,1,size,16777216, iter, 8, time, 21.933111, bw, 5.699177
peer,1,size,33554432, iter, 8, time, 42.991039, bw, 5.815197
peer,2,size,32, iter, 8, time, 0.134720, bw, 0.001770
peer,2,size,64, iter, 8, time, 0.135680, bw, 0.003514
peer,2,size,128, iter, 8, time, 0.134560, bw, 0.007087
peer,2,size,256, iter, 8, time, 0.130880, bw, 0.014573
peer,2,size,512, iter, 8, time, 0.130400, bw, 0.029254
peer,2,size,1024, iter, 8, time, 0.131520, bw, 0.058010
peer,2,size,2048, iter, 8, time, 0.130720, bw, 0.116729
peer,2,size,4096, iter, 8, time, 0.133760, bw, 0.228153
peer,2,size,8192, iter, 8, time, 0.139040, bw, 0.438978
peer,2,size,16384, iter, 8, time, 0.148800, bw, 0.820369
peer,2,size,32768, iter, 8, time, 0.167840, bw, 1.454611
peer,2,size,65536, iter, 8, time, 0.207520, bw, 2.352949
peer,2,size,131072, iter, 8, time, 0.286880, bw, 3.404099
peer,2,size,262144, iter, 8, time, 0.446239, bw, 4.376883
peer,2,size,524288, iter, 8, time, 0.765760, bw, 5.101169
peer,2,size,1048576, iter, 8, time, 1.392800, bw, 5.609235
peer,2,size,2097152, iter, 8, time, 2.692478, bw, 5.803236
peer,2,size,4194304, iter, 8, time, 5.188480, bw, 6.022992
peer,2,size,8388608, iter, 8, time, 10.576639, bw, 5.909282
peer,2,size,16777216, iter, 8, time, 22.062077, bw, 5.665862
peer,2,size,33554432, iter, 8, time, 43.210232, bw, 5.785698
peer,3,size,32, iter, 8, time, 0.133120, bw, 0.001791
peer,3,size,64, iter, 8, time, 0.134880, bw, 0.003535
peer,3,size,128, iter, 8, time, 0.129120, bw, 0.007386
peer,3,size,256, iter, 8, time, 0.130720, bw, 0.014591
peer,3,size,512, iter, 8, time, 0.129920, bw, 0.029362
peer,3,size,1024, iter, 8, time, 0.131200, bw, 0.058151
peer,3,size,2048, iter, 8, time, 0.135840, bw, 0.112330
peer,3,size,4096, iter, 8, time, 0.137120, bw, 0.222562
peer,3,size,8192, iter, 8, time, 0.137600, bw, 0.443572
peer,3,size,16384, iter, 8, time, 0.149760, bw, 0.815111
peer,3,size,32768, iter, 8, time, 0.171360, bw, 1.424731
peer,3,size,65536, iter, 8, time, 0.206880, bw, 2.360228
peer,3,size,131072, iter, 8, time, 0.283360, bw, 3.446385
peer,3,size,262144, iter, 8, time, 0.446080, bw, 4.378442
peer,3,size,524288, iter, 8, time, 0.748320, bw, 5.220055
peer,3,size,1048576, iter, 8, time, 1.367360, bw, 5.713596
peer,3,size,2097152, iter, 8, time, 2.613758, bw, 5.978014
peer,3,size,4194304, iter, 8, time, 5.123359, bw, 6.099547
peer,3,size,8388608, iter, 8, time, 10.444158, bw, 5.984240
peer,3,size,16777216, iter, 8, time, 22.029917, bw, 5.674133
peer,3,size,33554432, iter, 8, time, 43.272949, bw, 5.777313
peer,4,size,32, iter, 8, time, 0.134400, bw, 0.001774
peer,4,size,64, iter, 8, time, 0.138240, bw, 0.003449
peer,4,size,128, iter, 8, time, 0.130559, bw, 0.007305
peer,4,size,256, iter, 8, time, 0.133280, bw, 0.014311
peer,4,size,512, iter, 8, time, 0.130560, bw, 0.029218
peer,4,size,1024, iter, 8, time, 0.138720, bw, 0.054999
peer,4,size,2048, iter, 8, time, 0.130080, bw, 0.117304
peer,4,size,4096, iter, 8, time, 0.135360, bw, 0.225456
peer,4,size,8192, iter, 8, time, 0.137600, bw, 0.443572
peer,4,size,16384, iter, 8, time, 0.145280, bw, 0.840246
peer,4,size,32768, iter, 8, time, 0.166560, bw, 1.465790
peer,4,size,65536, iter, 8, time, 0.204800, bw, 2.384199
peer,4,size,131072, iter, 8, time, 0.284800, bw, 3.428960
peer,4,size,262144, iter, 8, time, 0.444320, bw, 4.395786
peer,4,size,524288, iter, 8, time, 0.766239, bw, 5.097980
peer,4,size,1048576, iter, 8, time, 1.388479, bw, 5.626691
peer,4,size,2097152, iter, 8, time, 2.663038, bw, 5.867391
peer,4,size,4194304, iter, 8, time, 5.171039, bw, 6.043305
peer,4,size,8388608, iter, 8, time, 10.569277, bw, 5.913398
peer,4,size,16777216, iter, 8, time, 22.213434, bw, 5.627256
peer,4,size,33554432, iter, 8, time, 43.565281, bw, 5.738545
peer,5,size,32, iter, 8, time, 0.129760, bw, 0.001837
peer,5,size,64, iter, 8, time, 0.132800, bw, 0.003591
peer,5,size,128, iter, 8, time, 0.129280, bw, 0.007377
peer,5,size,256, iter, 8, time, 0.132640, bw, 0.014380
peer,5,size,512, iter, 8, time, 0.129600, bw, 0.029435
peer,5,size,1024, iter, 8, time, 0.133120, bw, 0.057312
peer,5,size,2048, iter, 8, time, 0.129600, bw, 0.117738
peer,5,size,4096, iter, 8, time, 0.134400, bw, 0.227067
peer,5,size,8192, iter, 8, time, 0.137600, bw, 0.443572
peer,5,size,16384, iter, 8, time, 0.145760, bw, 0.837479
peer,5,size,32768, iter, 8, time, 0.167200, bw, 1.460179
peer,5,size,65536, iter, 8, time, 0.202560, bw, 2.410564
peer,5,size,131072, iter, 8, time, 0.291040, bw, 3.355442
peer,5,size,262144, iter, 8, time, 0.442400, bw, 4.414864
peer,5,size,524288, iter, 8, time, 0.772480, bw, 5.056792
peer,5,size,1048576, iter, 8, time, 1.393920, bw, 5.604728
peer,5,size,2097152, iter, 8, time, 2.715198, bw, 5.754676
peer,5,size,4194304, iter, 8, time, 5.183038, bw, 6.029315
peer,5,size,8388608, iter, 8, time, 10.424317, bw, 5.995629
peer,5,size,16777216, iter, 8, time, 22.183039, bw, 5.634966
peer,5,size,33554432, iter, 8, time, 43.414555, bw, 5.758469
peer,6,size,32, iter, 8, time, 0.132160, bw, 0.001804
peer,6,size,64, iter, 8, time, 0.127840, bw, 0.003730
peer,6,size,128, iter, 8, time, 0.131360, bw, 0.007260
peer,6,size,256, iter, 8, time, 0.128640, bw, 0.014827
peer,6,size,512, iter, 8, time, 0.132640, bw, 0.028760
peer,6,size,1024, iter, 8, time, 0.128000, bw, 0.059605
peer,6,size,2048, iter, 8, time, 0.132000, bw, 0.115598
peer,6,size,4096, iter, 8, time, 0.129440, bw, 0.235768
peer,6,size,8192, iter, 8, time, 0.139840, bw, 0.436467
peer,6,size,16384, iter, 8, time, 0.146400, bw, 0.833818
peer,6,size,32768, iter, 8, time, 0.169440, bw, 1.440876
peer,6,size,65536, iter, 8, time, 0.205120, bw, 2.380479
peer,6,size,131072, iter, 8, time, 0.292800, bw, 3.335273
peer,6,size,262144, iter, 8, time, 0.447040, bw, 4.369040
peer,6,size,524288, iter, 8, time, 0.780000, bw, 5.008040
peer,6,size,1048576, iter, 8, time, 1.406400, bw, 5.554993
peer,6,size,2097152, iter, 8, time, 2.721438, bw, 5.741481
peer,6,size,4194304, iter, 8, time, 5.217440, bw, 5.989560
peer,6,size,8388608, iter, 8, time, 10.391520, bw, 6.014552
peer,6,size,16777216, iter, 8, time, 22.256475, bw, 5.616374
peer,6,size,33554432, iter, 8, time, 43.631516, bw, 5.729835
peer,7,size,32, iter, 8, time, 0.138240, bw, 0.001725
peer,7,size,64, iter, 8, time, 0.138720, bw, 0.003437
peer,7,size,128, iter, 8, time, 0.139040, bw, 0.006859
peer,7,size,256, iter, 8, time, 0.134400, bw, 0.014192
peer,7,size,512, iter, 8, time, 0.133920, bw, 0.028485
peer,7,size,1024, iter, 8, time, 0.140160, bw, 0.054434
peer,7,size,2048, iter, 8, time, 0.133920, bw, 0.113940
peer,7,size,4096, iter, 8, time, 0.135680, bw, 0.224924
peer,7,size,8192, iter, 8, time, 0.137280, bw, 0.444606
peer,7,size,16384, iter, 8, time, 0.152000, bw, 0.803099
peer,7,size,32768, iter, 8, time, 0.165600, bw, 1.474287
peer,7,size,65536, iter, 8, time, 0.203840, bw, 2.395427
peer,7,size,131072, iter, 8, time, 0.288000, bw, 3.390860
peer,7,size,262144, iter, 8, time, 0.444000, bw, 4.398954
peer,7,size,524288, iter, 8, time, 0.757760, bw, 5.155025
peer,7,size,1048576, iter, 8, time, 1.394400, bw, 5.602798
peer,7,size,2097152, iter, 8, time, 2.658238, bw, 5.877986
peer,7,size,4194304, iter, 8, time, 5.191199, bw, 6.019837
peer,7,size,8388608, iter, 8, time, 10.572478, bw, 5.911607
peer,7,size,16777216, iter, 8, time, 22.188637, bw, 5.633545
peer,7,size,33554432, iter, 8, time, 43.565277, bw, 5.738546
1, 512, 10
Rank 0, ROC_SHMEM 
Rank 1, ROC_SHMEM 
Rank 7, ROC_SHMEM 
Rank 2, ROC_SHMEM 
Rank 5, ROC_SHMEM 
Rank 6, ROC_SHMEM 
Rank 4, ROC_SHMEM 
Rank 3, ROC_SHMEM 
IN USE - mpi 0/8, roc_shmem 0/8 , ndevices=8,cur=0, GPU_ID=N/A,node=t007-009.hpcfund
max_blocks=1, max_threads=512, iter=10
IN USE - mpi 1/8, roc_shmem 1/8 , ndevices=8,cur=1, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 2/8, roc_shmem 2/8 , ndevices=8,cur=2, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 3/8, roc_shmem 3/8 , ndevices=8,cur=3, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 4/8, roc_shmem 4/8 , ndevices=8,cur=4, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 5/8, roc_shmem 5/8 , ndevices=8,cur=5, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 6/8, roc_shmem 6/8 , ndevices=8,cur=6, GPU_ID=N/A,node=t007-009.hpcfund
IN USE - mpi 7/8, roc_shmem 7/8 , ndevices=8,cur=7, GPU_ID=N/A,node=t007-009.hpcfund
peer,1,size,32, iter, 10, time, 0.161598, bw, 0.001844
peer,1,size,64, iter, 10, time, 0.158880, bw, 0.003752
peer,1,size,128, iter, 10, time, 0.155199, bw, 0.007681
peer,1,size,256, iter, 10, time, 0.154720, bw, 0.015410
peer,1,size,512, iter, 10, time, 0.150719, bw, 0.031638
peer,1,size,1024, iter, 10, time, 0.160960, bw, 0.059249
peer,1,size,2048, iter, 10, time, 0.151680, bw, 0.125748
peer,1,size,4096, iter, 10, time, 0.157600, bw, 0.242050
peer,1,size,8192, iter, 10, time, 0.164640, bw, 0.463399
peer,1,size,16384, iter, 10, time, 0.177120, bw, 0.861496
peer,1,size,32768, iter, 10, time, 0.196319, bw, 1.554492
peer,1,size,65536, iter, 10, time, 0.253440, bw, 2.408273
peer,1,size,131072, iter, 10, time, 0.340000, bw, 3.590309
peer,1,size,262144, iter, 10, time, 0.534879, bw, 4.564416
peer,1,size,524288, iter, 10, time, 0.898239, bw, 5.435993
peer,1,size,1048576, iter, 10, time, 1.664798, bw, 5.865962
peer,1,size,2097152, iter, 10, time, 3.150556, bw, 6.199313
peer,1,size,4194304, iter, 10, time, 6.198553, bw, 6.301885
peer,1,size,8388608, iter, 10, time, 12.742871, bw, 6.130889
peer,1,size,16777216, iter, 10, time, 27.370064, bw, 5.708802
peer,1,size,33554432, iter, 10, time, 53.852135, bw, 5.802937
peer,2,size,32, iter, 10, time, 0.163840, bw, 0.001819
peer,2,size,64, iter, 10, time, 0.156159, bw, 0.003817
peer,2,size,128, iter, 10, time, 0.159840, bw, 0.007458
peer,2,size,256, iter, 10, time, 0.162080, bw, 0.014710
peer,2,size,512, iter, 10, time, 0.158560, bw, 0.030073
peer,2,size,1024, iter, 10, time, 0.157600, bw, 0.060512
peer,2,size,2048, iter, 10, time, 0.154720, bw, 0.123278
peer,2,size,4096, iter, 10, time, 0.159360, bw, 0.239376
peer,2,size,8192, iter, 10, time, 0.164640, bw, 0.463399
peer,2,size,16384, iter, 10, time, 0.180320, bw, 0.846208
peer,2,size,32768, iter, 10, time, 0.199199, bw, 1.532017
peer,2,size,65536, iter, 10, time, 0.244640, bw, 2.494901
peer,2,size,131072, iter, 10, time, 0.349440, bw, 3.493319
peer,2,size,262144, iter, 10, time, 0.530240, bw, 4.604350
peer,2,size,524288, iter, 10, time, 0.945758, bw, 5.162865
peer,2,size,1048576, iter, 10, time, 1.680319, bw, 5.811779
peer,2,size,2097152, iter, 10, time, 3.345759, bw, 5.837624
peer,2,size,4194304, iter, 10, time, 6.323037, bw, 6.177817
peer,2,size,8388608, iter, 10, time, 13.191034, bw, 5.922594
peer,2,size,16777216, iter, 10, time, 27.391188, bw, 5.704399
peer,2,size,33554432, iter, 10, time, 54.067818, bw, 5.779788
peer,3,size,32, iter, 10, time, 0.159360, bw, 0.001870
peer,3,size,64, iter, 10, time, 0.153920, bw, 0.003872
peer,3,size,128, iter, 10, time, 0.155360, bw, 0.007673
peer,3,size,256, iter, 10, time, 0.159200, bw, 0.014976
peer,3,size,512, iter, 10, time, 0.156480, bw, 0.030473
peer,3,size,1024, iter, 10, time, 0.154240, bw, 0.061831
peer,3,size,2048, iter, 10, time, 0.162080, bw, 0.117680
peer,3,size,4096, iter, 10, time, 0.156800, bw, 0.243285
peer,3,size,8192, iter, 10, time, 0.166080, bw, 0.459381
peer,3,size,16384, iter, 10, time, 0.180160, bw, 0.846959
peer,3,size,32768, iter, 10, time, 0.203199, bw, 1.501859
peer,3,size,65536, iter, 10, time, 0.249120, bw, 2.450035
peer,3,size,131072, iter, 10, time, 0.352800, bw, 3.460049
